"","timestamp","avg_pm25","pollution_level","TEMP","DEWP","PRES","Iws","cbwd","Is","Ir"
"86",2010-01-05 14:00:00,37.6666666666667,1,-11,-22,1032,0.89,"cv",0,0
"87",2010-01-05 15:00:00,41.3333333333333,1,-11,-23,1031,1.79,"NW",0,0
"88",2010-01-05 16:00:00,46.3333333333333,1,-11,-24,1031,3.58,"NW",0,0
"89",2010-01-05 17:00:00,55,1,-11,-23,1031,5.37,"NW",0,0
"90",2010-01-05 18:00:00,58.3333333333333,1,-11,-23,1032,7.16,"NW",0,0
"91",2010-01-05 19:00:00,67.6666666666667,1,-13,-22,1033,10.29,"NW",0,0
"92",2010-01-05 20:00:00,83.3333333333333,1,-12,-22,1033,13.42,"NW",0,0
"93",2010-01-05 21:00:00,85.3333333333333,1,-18,-24,1033,16.55,"NW",0,0
"94",2010-01-05 22:00:00,74,1,-13,-22,1034,20.57,"NW",0,0
"95",2010-01-05 23:00:00,57.3333333333333,1,-16,-22,1033,23.7,"NW",0,0
"96",2010-01-06 00:00:00,61,1,-17,-25,1033,26.83,"NW",0,0
"97",2010-01-06 01:00:00,61,1,-14,-25,1033,4.02,"NE",0,0
"98",2010-01-06 02:00:00,57,1,-14,-26,1034,8.04,"NE",0,0
"99",2010-01-06 03:00:00,40.3333333333333,1,-14,-26,1033,13.85,"NE",0,0
"100",2010-01-06 04:00:00,33,0,-14,-26,1033,17.87,"NE",0,0
"101",2010-01-06 05:00:00,25.3333333333333,0,-14,-26,1033,23.68,"NE",0,0
"102",2010-01-06 06:00:00,24.6666666666667,0,-14,-26,1033,28.6,"NE",0,0
"103",2010-01-06 07:00:00,22,0,-15,-26,1034,33.52,"NE",0,0
"104",2010-01-06 08:00:00,24.6666666666667,0,-14,-26,1034,39.33,"NE",0,0
"105",2010-01-06 09:00:00,27.6666666666667,0,-13,-25,1035,44.25,"NE",0,0
"106",2010-01-06 10:00:00,35,0,-12,-25,1035,50.06,"NE",0,0
"107",2010-01-06 11:00:00,34.6666666666667,0,-11,-24,1035,54.98,"NE",0,0
"108",2010-01-06 12:00:00,35.3333333333333,1,-10,-24,1034,59,"NE",0,0
"109",2010-01-06 13:00:00,37.3333333333333,1,-10,-22,1033,4.02,"NW",0,0
"110",2010-01-06 14:00:00,44.3333333333333,1,-9,-22,1033,5.81,"NW",0,0
"111",2010-01-06 15:00:00,49.6666666666667,1,-8,-22,1033,0.89,"cv",0,0
"112",2010-01-06 16:00:00,52.3333333333333,1,-8,-22,1033,1.79,"NW",0,0
"113",2010-01-06 17:00:00,68,1,-9,-21,1033,3.58,"NW",0,0
"114",2010-01-06 18:00:00,75.6666666666667,1,-9,-22,1033,5.37,"NW",0,0
"115",2010-01-06 19:00:00,92,1,-14,-22,1034,0.89,"cv",0,0
"116",2010-01-06 20:00:00,104,1,-12,-22,1035,1.79,"NW",0,0
"117",2010-01-06 21:00:00,110,1,-14,-21,1034,3.58,"NW",0,0
"118",2010-01-06 22:00:00,118.666666666667,1,-16,-22,1035,5.37,"NW",0,0
"119",2010-01-06 23:00:00,117,1,-16,-21,1035,7.16,"NW",0,0
"120",2010-01-07 00:00:00,129.333333333333,1,-16,-21,1035,8.95,"NW",0,0
"121",2010-01-07 01:00:00,100,1,-16,-21,1035,0.45,"cv",0,0
"122",2010-01-07 02:00:00,70,1,-18,-22,1036,1.34,"cv",0,0
"123",2010-01-07 03:00:00,36.6666666666667,1,-15,-23,1036,4.02,"NW",0,0
"124",2010-01-07 04:00:00,31.6666666666667,0,-16,-24,1035,7.15,"NW",0,0
"125",2010-01-07 05:00:00,27.3333333333333,0,-15,-25,1035,10.28,"NW",0,0
"126",2010-01-07 06:00:00,25,0,-15,-24,1035,14.3,"NW",0,0
"127",2010-01-07 07:00:00,23.6666666666667,0,-13,-25,1036,4.92,"NE",0,0
"128",2010-01-07 08:00:00,24.6666666666667,0,-14,-24,1036,4.02,"NW",0,0
"129",2010-01-07 09:00:00,30.3333333333333,0,-12,-23,1036,8.94,"NW",0,0
"130",2010-01-07 10:00:00,36.3333333333333,1,-11,-22,1036,12.96,"NW",0,0
"131",2010-01-07 11:00:00,41.3333333333333,1,-10,-20,1036,16.09,"NW",0,0
"132",2010-01-07 12:00:00,46.3333333333333,1,-9,-21,1035,19.22,"NW",0,0
"133",2010-01-07 13:00:00,49.6666666666667,1,-8,-21,1034,21.01,"NW",0,0
"134",2010-01-07 14:00:00,52.6666666666667,1,-7,-20,1033,22.8,"NW",0,0
"135",2010-01-07 15:00:00,53.3333333333333,1,-7,-20,1032,24.59,"NW",0,0
"136",2010-01-07 16:00:00,52.6666666666667,1,-8,-18,1032,26.38,"NW",0,0
"137",2010-01-07 17:00:00,53.6666666666667,1,-9,-19,1032,28.17,"NW",0,0
"138",2010-01-07 18:00:00,57,1,-11,-19,1032,0.89,"NE",0,0
"139",2010-01-07 19:00:00,75.6666666666667,1,-11,-18,1033,1.79,"NW",0,0
"140",2010-01-07 20:00:00,110.666666666667,1,-15,-19,1032,1.79,"NE",0,0
"141",2010-01-07 21:00:00,154.333333333333,1,-14,-19,1032,0.45,"cv",0,0
"142",2010-01-07 22:00:00,182.333333333333,1,-14,-21,1032,1.34,"cv",0,0
"143",2010-01-07 23:00:00,199.333333333333,1,-16,-21,1032,2.23,"cv",0,0
"144",2010-01-08 00:00:00,198.333333333333,1,-17,-21,1031,1.79,"NW",0,0
"145",2010-01-08 01:00:00,226.666666666667,1,-16,-19,1031,3.58,"NW",0,0
"146",2010-01-08 02:00:00,211.333333333333,1,-16,-20,1031,0.89,"NE",0,0
"147",2010-01-08 03:00:00,183,1,-15,-19,1030,0.89,"SE",0,0
"148",2010-01-08 04:00:00,124.666666666667,1,-15,-18,1030,0.45,"cv",0,0
"149",2010-01-08 05:00:00,97,1,-15,-18,1029,1.34,"cv",0,0
"150",2010-01-08 06:00:00,84,1,-15,-18,1029,1.79,"NW",0,0
"151",2010-01-08 07:00:00,72.6666666666667,1,-13,-16,1029,0.89,"NE",0,0
"152",2010-01-08 08:00:00,76.3333333333333,1,-12,-16,1029,0.89,"SE",0,0
"153",2010-01-08 09:00:00,97.6666666666667,1,-12,-16,1030,1.78,"SE",0,0
"154",2010-01-08 10:00:00,127.333333333333,1,-10,-17,1030,0.89,"NE",0,0
"155",2010-01-08 11:00:00,162.666666666667,1,-10,-16,1029,0.89,"cv",0,0
"156",2010-01-08 12:00:00,201,1,-9,-16,1028,3.13,"SE",0,0
"157",2010-01-08 13:00:00,216,1,-8,-15,1026,4.92,"SE",0,0
"158",2010-01-08 14:00:00,227,1,-8,-16,1026,0.89,"cv",0,0
"159",2010-01-08 15:00:00,227,1,-8,-16,1025,1.78,"cv",0,0
"160",2010-01-08 16:00:00,231,1,-8,-16,1025,2.67,"cv",0,0
"161",2010-01-08 17:00:00,227,1,-8,-17,1025,0.89,"SE",0,0
"162",2010-01-08 18:00:00,219.333333333333,1,-9,-17,1026,0.45,"cv",0,0
"163",2010-01-08 19:00:00,224,1,-11,-17,1026,1.34,"cv",0,0
"164",2010-01-08 20:00:00,226,1,-12,-17,1026,1.79,"cv",0,0
"165",2010-01-08 21:00:00,206.333333333333,1,-14,-18,1027,1.79,"NW",0,0
"166",2010-01-08 22:00:00,187.333333333333,1,-9,-16,1027,4.92,"NW",0,0
"167",2010-01-08 23:00:00,167.333333333333,1,-11,-16,1027,6.71,"NW",0,0
"168",2010-01-09 00:00:00,164.333333333333,1,-13,-17,1027,0.89,"cv",0,0
"169",2010-01-09 01:00:00,163.666666666667,1,-13,-17,1027,3.13,"NW",0,0
"170",2010-01-09 02:00:00,174,1,-14,-17,1027,4.92,"NW",0,0
"171",2010-01-09 03:00:00,177.333333333333,1,-15,-17,1027,8.05,"NW",0,0
"172",2010-01-09 04:00:00,173.333333333333,1,-13,-17,1027,9.84,"NW",0,0
"173",2010-01-09 05:00:00,147.666666666667,1,-16,-19,1027,13.86,"NW",0,0
"174",2010-01-09 06:00:00,126.666666666667,1,-15,-18,1027,17.88,"NW",0,0
"175",2010-01-09 07:00:00,106,1,-15,-19,1027,21.9,"NW",0,0
"176",2010-01-09 08:00:00,94.3333333333333,1,-14,-18,1028,25.92,"NW",0,0
"177",2010-01-09 09:00:00,83.3333333333333,1,-9,-18,1029,5.81,"NE",0,0
"178",2010-01-09 10:00:00,74.3333333333333,1,-7,-17,1029,11.62,"NE",0,0
"179",2010-01-09 11:00:00,59.6666666666667,1,-6,-17,1030,17.43,"NE",0,0
"180",2010-01-09 12:00:00,51.6666666666667,1,-6,-16,1029,23.24,"NE",0,0
"181",2010-01-09 13:00:00,46.3333333333333,1,-5,-16,1029,28.16,"NE",0,0
"182",2010-01-09 14:00:00,49.3333333333333,1,-4,-15,1029,33.08,"NE",0,0
"183",2010-01-09 15:00:00,46.6666666666667,1,-4,-14,1028,37.1,"NE",0,0
"184",2010-01-09 16:00:00,42.3333333333333,1,-4,-15,1029,38.89,"NE",0,0
"185",2010-01-09 17:00:00,41,1,-4,-15,1030,1.79,"NW",0,0
"186",2010-01-09 18:00:00,42,1,-7,-15,1030,3.13,"NE",0,0
"187",2010-01-09 19:00:00,47.6666666666667,1,-6,-15,1031,3.13,"NW",0,0
"188",2010-01-09 20:00:00,49.3333333333333,1,-7,-15,1032,4.92,"NW",0,0
"189",2010-01-09 21:00:00,50.3333333333333,1,-6,-15,1032,3.13,"NE",0,0
"190",2010-01-09 22:00:00,54.3333333333333,1,-8,-15,1033,0.45,"cv",0,0
"191",2010-01-09 23:00:00,62.6666666666667,1,-8,-15,1033,0.9,"cv",0,0
"192",2010-01-10 00:00:00,74.3333333333333,1,-11,-15,1033,0.89,"NW",0,0
"193",2010-01-10 01:00:00,74.3333333333333,1,-13,-17,1033,1.78,"NW",0,0
"194",2010-01-10 02:00:00,77,1,-12,-17,1033,4.91,"NW",0,0
"195",2010-01-10 03:00:00,70.3333333333333,1,-13,-17,1033,8.04,"NW",0,0
"196",2010-01-10 04:00:00,61.6666666666667,1,-14,-19,1032,9.83,"NW",0,0
"197",2010-01-10 05:00:00,41.6666666666667,1,-13,-18,1032,12.96,"NW",0,0
"198",2010-01-10 06:00:00,29.3333333333333,0,-13,-19,1032,16.09,"NW",0,0
"199",2010-01-10 07:00:00,25,0,-14,-19,1033,19.22,"NW",0,0
"200",2010-01-10 08:00:00,29,0,-14,-19,1034,22.35,"NW",0,0
"201",2010-01-10 09:00:00,37.3333333333333,1,-12,-17,1033,24.14,"NW",0,0
"202",2010-01-10 10:00:00,51.6666666666667,1,-7,-16,1033,4.02,"NE",0,0
"203",2010-01-10 11:00:00,65,1,-7,-15,1033,3.13,"NW",0,0
"204",2010-01-10 12:00:00,67.6666666666667,1,-7,-15,1032,6.26,"NW",0,0
"205",2010-01-10 13:00:00,67.6666666666667,1,-6,-14,1031,9.39,"NW",0,0
"206",2010-01-10 14:00:00,65.3333333333333,1,-6,-14,1031,12.52,"NW",0,0
"207",2010-01-10 15:00:00,69.6666666666667,1,-5,-13,1030,14.31,"NW",0,0
"208",2010-01-10 16:00:00,75.6666666666667,1,-5,-14,1031,16.1,"NW",0,0
"209",2010-01-10 17:00:00,81,1,-6,-14,1031,19.23,"NW",0,0
"210",2010-01-10 18:00:00,85,1,-7,-13,1032,23.25,"NW",0,0
"211",2010-01-10 19:00:00,77.6666666666667,1,-6,-15,1032,27.27,"NW",0,0
"212",2010-01-10 20:00:00,58.6666666666667,1,-6,-15,1033,30.4,"NW",0,0
"213",2010-01-10 21:00:00,39,1,-4,-15,1034,35.32,"NW",0,0
"214",2010-01-10 22:00:00,24.3333333333333,0,-4,-16,1034,44.26,"NW",0,0
"215",2010-01-10 23:00:00,23,0,-5,-17,1035,52.31,"NW",0,0
"216",2010-01-11 00:00:00,24,0,-6,-17,1035,60.36,"NW",0,0
"217",2010-01-11 01:00:00,24.3333333333333,0,-8,-17,1035,0.89,"cv",0,0
"218",2010-01-11 02:00:00,22.3333333333333,0,-11,-19,1036,4.02,"NW",0,0
"219",2010-01-11 03:00:00,19,0,-11,-20,1036,8.94,"NW",0,0
"220",2010-01-11 04:00:00,16.6666666666667,0,-11,-21,1035,4.02,"NE",0,0
"221",2010-01-11 05:00:00,16.3333333333333,0,-12,-22,1035,3.13,"NW",0,0
"222",2010-01-11 06:00:00,17.3333333333333,0,-12,-22,1035,4.92,"NE",0,0
"223",2010-01-11 07:00:00,18.6666666666667,0,-13,-22,1036,5.81,"NW",0,0
"224",2010-01-11 08:00:00,19.3333333333333,0,-9,-22,1036,13.86,"NW",0,0
"225",2010-01-11 09:00:00,21,0,-10,-22,1036,21.91,"NW",0,0
"226",2010-01-11 10:00:00,23,0,-9,-22,1036,29.06,"NW",0,0
"227",2010-01-11 11:00:00,26,0,-9,-21,1036,33.08,"NW",0,0
"228",2010-01-11 12:00:00,27,0,-6,-20,1035,42.02,"NW",0,0
"229",2010-01-11 13:00:00,23.3333333333333,0,-5,-19,1034,50.96,"NW",0,0
"230",2010-01-11 14:00:00,22.3333333333333,0,-5,-19,1033,59.01,"NW",0,0
"231",2010-01-11 15:00:00,17.3333333333333,0,-5,-20,1033,66.16,"NW",0,0
"232",2010-01-11 16:00:00,16.6666666666667,0,-5,-20,1032,71.97,"NW",0,0
"233",2010-01-11 17:00:00,13,0,-5,-20,1033,76.89,"NW",0,0
"234",2010-01-11 18:00:00,14.3333333333333,0,-7,-20,1033,81.81,"NW",0,0
"235",2010-01-11 19:00:00,16.6666666666667,0,-7,-22,1033,85.83,"NW",0,0
"236",2010-01-11 20:00:00,21.3333333333333,0,-8,-22,1033,89.85,"NW",0,0
"237",2010-01-11 21:00:00,22.3333333333333,0,-10,-23,1033,91.64,"NW",0,0
"238",2010-01-11 22:00:00,20.6666666666667,0,-13,-23,1033,93.43,"NW",0,0
"239",2010-01-11 23:00:00,18.6666666666667,0,-12,-22,1032,0.89,"cv",0,0
"240",2010-01-12 00:00:00,19,0,-15,-22,1031,1.78,"cv",0,0
"241",2010-01-12 01:00:00,26.3333333333333,0,-14,-22,1031,1.79,"NE",0,0
"242",2010-01-12 02:00:00,28,0,-14,-22,1031,0.89,"NW",0,0
"243",2010-01-12 03:00:00,26,0,-18,-24,1030,1.79,"NE",0,0
"244",2010-01-12 04:00:00,16.6666666666667,0,-13,-24,1030,3.58,"NE",0,0
"245",2010-01-12 05:00:00,11.6666666666667,0,-14,-25,1030,3.13,"NW",0,0
"246",2010-01-12 06:00:00,10.3333333333333,0,-14,-24,1030,7.15,"NW",0,0
"247",2010-01-12 07:00:00,12.6666666666667,0,-12,-25,1030,12.96,"NW",0,0
"248",2010-01-12 08:00:00,13.3333333333333,0,-14,-26,1030,16.98,"NW",0,0
"249",2010-01-12 09:00:00,14.6666666666667,0,-12,-25,1031,21,"NW",0,0
"250",2010-01-12 10:00:00,16.3333333333333,0,-11,-25,1031,26.81,"NW",0,0
"251",2010-01-12 11:00:00,20,0,-11,-24,1030,35.75,"NW",0,0
"252",2010-01-12 12:00:00,22.3333333333333,0,-11,-23,1029,47.82,"NW",0,0
"253",2010-01-12 13:00:00,22.6666666666667,0,-11,-22,1029,63.02,"NW",0,0
"254",2010-01-12 14:00:00,22,0,-11,-23,1029,75.98,"NW",0,0
"255",2010-01-12 15:00:00,21,0,-11,-22,1029,88.05,"NW",0,0
"256",2010-01-12 16:00:00,21.3333333333333,0,-11,-23,1030,101.01,"NW",0,0
"257",2010-01-12 17:00:00,22.3333333333333,0,-11,-24,1030,109.06,"NW",0,0
"258",2010-01-12 18:00:00,24.3333333333333,0,-11,-24,1032,118,"NW",0,0
"259",2010-01-12 19:00:00,27,0,-11,-23,1032,126.05,"NW",0,0
"260",2010-01-12 20:00:00,27,0,-12,-23,1032,134.1,"NW",0,0
"261",2010-01-12 21:00:00,26,0,-12,-24,1033,142.15,"NW",0,0
"262",2010-01-12 22:00:00,23,0,-12,-23,1033,150.2,"NW",0,0
"263",2010-01-12 23:00:00,19.6666666666667,0,-12,-23,1034,160.03,"NW",0,0
"264",2010-01-13 00:00:00,17.6666666666667,0,-12,-24,1034,169.86,"NW",0,0
"265",2010-01-13 01:00:00,14,0,-12,-24,1033,178.8,"NW",0,0
"266",2010-01-13 02:00:00,12.6666666666667,0,-12,-25,1033,189.98,"NW",0,0
"267",2010-01-13 03:00:00,11.3333333333333,0,-13,-24,1033,198.03,"NW",0,0
"268",2010-01-13 04:00:00,11.3333333333333,0,-12,-25,1032,205.18,"NW",0,0
"269",2010-01-13 05:00:00,11.6666666666667,0,-12,-25,1033,215.01,"NW",0,0
"270",2010-01-13 06:00:00,16.6666666666667,0,-12,-25,1032,226.19,"NW",0,0
"271",2010-01-13 07:00:00,22.3333333333333,0,-12,-25,1032,235.13,"NW",0,0
"272",2010-01-13 08:00:00,29.6666666666667,0,-12,-25,1032,243.18,"NW",0,0
"273",2010-01-13 09:00:00,31.6666666666667,0,-11,-23,1033,252.12,"NW",0,0
"274",2010-01-13 10:00:00,34.3333333333333,0,-10,-23,1033,257.93,"NW",0,0
"275",2010-01-13 11:00:00,31.6666666666667,0,-9,-22,1033,263.74,"NW",0,0
"276",2010-01-13 12:00:00,37,1,-8,-21,1031,270.89,"NW",0,0
"277",2010-01-13 13:00:00,42.3333333333333,1,-6,-21,1030,278.94,"NW",0,0
"278",2010-01-13 14:00:00,49.3333333333333,1,-5,-20,1029,286.99,"NW",0,0
"279",2010-01-13 15:00:00,48.6666666666667,1,-5,-22,1028,294.14,"NW",0,0
"280",2010-01-13 16:00:00,44.3333333333333,1,-5,-21,1028,299.06,"NW",0,0
"281",2010-01-13 17:00:00,48.3333333333333,1,-7,-19,1028,1.79,"SE",0,0
"282",2010-01-13 18:00:00,58,1,-8,-19,1028,0.45,"cv",0,0
"283",2010-01-13 19:00:00,77,1,-9,-20,1028,1.34,"cv",0,0
"284",2010-01-13 20:00:00,89,1,-10,-19,1027,1.79,"SE",0,0
"285",2010-01-13 21:00:00,86.3333333333333,1,-13,-19,1027,0.89,"cv",0,0
"286",2010-01-13 22:00:00,76,1,-12,-18,1027,1.78,"cv",0,0
"287",2010-01-13 23:00:00,69.3333333333333,1,-13,-18,1027,0.89,"NE",0,0
"288",2010-01-14 00:00:00,132.333333333333,1,-14,-18,1026,1.78,"NE",0,0
"289",2010-01-14 01:00:00,168.666666666667,1,-15,-20,1025,2.67,"NE",0,0
"290",2010-01-14 02:00:00,198.333333333333,1,-15,-20,1025,0.89,"NW",0,0
"291",2010-01-14 03:00:00,166.333333333333,1,-16,-20,1025,1.78,"NW",0,0
"292",2010-01-14 04:00:00,154,1,-16,-20,1024,3.57,"NW",0,0
"293",2010-01-14 05:00:00,130,1,-17,-21,1024,6.7,"NW",0,0
"294",2010-01-14 06:00:00,97.6666666666667,1,-14,-19,1023,10.72,"NW",0,0
"295",2010-01-14 07:00:00,81,1,-17,-21,1023,13.85,"NW",0,0
"296",2010-01-14 08:00:00,79.3333333333333,1,-15,-19,1024,15.64,"NW",0,0
"297",2010-01-14 09:00:00,86,1,-14,-19,1024,18.77,"NW",0,0
"298",2010-01-14 10:00:00,88.6666666666667,1,-10,-18,1024,22.79,"NW",0,0
"299",2010-01-14 11:00:00,86,1,-9,-17,1023,24.58,"NW",0,0
"300",2010-01-14 12:00:00,83,1,-6,-16,1023,26.37,"NW",0,0
"301",2010-01-14 13:00:00,77.6666666666667,1,-5,-17,1022,28.16,"NW",0,0
"302",2010-01-14 14:00:00,80,1,-5,-16,1022,29.95,"NW",0,0
"303",2010-01-14 15:00:00,79,1,-4,-15,1022,33.08,"NW",0,0
"304",2010-01-14 16:00:00,82.3333333333333,1,-4,-16,1023,0.89,"cv",0,0
"305",2010-01-14 17:00:00,85,1,-5,-15,1025,1.79,"SE",0,0
"306",2010-01-14 18:00:00,84,1,-3,-14,1026,5.81,"NW",0,0
"307",2010-01-14 19:00:00,70.6666666666667,1,-3,-16,1027,11.62,"NW",0,0
"308",2010-01-14 20:00:00,50.3333333333333,1,-4,-15,1029,20.56,"NW",0,0
"309",2010-01-14 21:00:00,36.3333333333333,1,-5,-16,1031,24.58,"NW",0,0
