,Category,LivingArea,Address,SaleYYYY,AskingPrice,PriceSold,SaleYYYYMMDD,NumberBedrooms,NumberBathrooms,LotSize,DaysOnMarket,Lat,Lng,Population,avgAge,below15,below24,below44,below64,below65,AvgIncome,below50000,below80000,below100000,below150000,above150001,avgSize,totalHouse,size1,size2,size3,size4,size5,totalFam,Children,NoChildren,Single,Unemploy,Owner,Renter,totaldwelling,before1960,before1980,before1990,before2000,before2005,before2011,University,College,Secondary,Apprentice,No,NonImmigrant,Immigrant,french,English,Others
2249,Condominium,970.0,"1-1050, rue Sainte- À_lizabeth Montreal",2012.0,385000.0,370000.0,20120209.0,2.0,2.0,,62.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2250,Condominium,672.0,"A-1963, rue  Fullum Montreal",2012.0,189900.0,190000.0,20120125.0,1.0,1.0,,61.0,45.530359000000004,-73.55459599999999,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2251,Condominium,1403.0,"7-2170, rue de Rouen Montreal",2012.0,419000.0,416000.0,20120207.0,3.0,1.0,,46.0,45.530746,-73.55974,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2252,Condominium,1160.0,"304-699, rue St-Maurice Montreal",2012.0,469000.0,450000.0,20120310.0,2.0,1.0,,64.0,45.499612,-73.559416,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2253,Condominium,811.0,"304-2170, rue Cartier Montreal",2012.0,304000.0,300000.0,20120305.0,1.0,1.0,,61.0,45.527587,-73.56100500000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2254,Condominium,753.0,"1401, boulevard de Maisonneuve Est Montreal",2012.0,192000.0,187000.0,20120314.0,1.0,1.0,,48.0,45.521112,-73.555953,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2255,Condominium,1136.0,"323-260, rue Sherbrooke Est Montreal",2013.0,389000.0,385000.0,20130924.0,1.0,1.0,,330.0,45.515386,-73.568004,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2256,Condominium,790.0,"1005-441, avenue du PrÀ_sident Kennedy Montreal",2012.0,385000.0,368000.0,20120706.0,1.0,1.0,,120.0,45.50673,-73.57041600000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2257,Condominium,1043.0,"3-1081, rue Hotel de Ville Montreal",2012.0,,,20120323.0,2.0,1.0,,57.0,45.510391999999996,-73.559084,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2258,Condominium,900.0,"433-1451, rue Parthenais Montreal",2012.0,280000.0,280000.0,20120122.0,2.0,1.0,,4.0,45.5265,-73.549542,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2259,Condominium,574.0,"740-950, rue Notre Dame Ouest Montreal",2012.0,279900.0,272000.0,20120206.0,1.0,1.0,,10.0,45.49671,-73.56205600000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2260,Condominium,574.0,"940-950, rue Notre-Dame Ouest Montreal",2012.0,275000.0,270000.0,20120201.0,1.0,1.0,,4.0,45.49671,-73.56205600000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2261,Condominium,855.0,"405-1280, rue St-Jacques Montreal",2012.0,,,20120205.0,2.0,1.0,,10.0,45.494336,-73.566932,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2262,Condominium,850.0,"302-1181, rue Panet Montreal",2012.0,,,20120506.0,2.0,1.0,,90.0,45.519132,-73.55289300000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2263,Condominium,656.0,"2-1570, rue Beaudry Montreal",2012.0,,,20120305.0,1.0,1.0,,35.0,45.519601,-73.55777900000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2264,Condominium,1100.0,"6-1265, rue Sainte-À_lisabeth Montreal",2012.0,368000.0,340000.0,20120726.0,2.0,1.0,,150.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2265,Condominium,1572.0,"690, rue Saint-AndrÀ_ Montreal",2012.0,,,20120603.0,3.0,1.0,,90.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2266,Condominium,776.0,"411-1200, St-Alexandre Montreal",2012.0,325000.0,326600.0,20120214.0,2.0,1.0,,2.0,45.504812,-73.56667900000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2267,Condominium,820.0,"909-1280, rue St-Jacques Ouest Montreal",2012.0,389000.0,389000.0,20120629.0,2.0,1.0,,90.0,45.494336,-73.566932,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2268,Condominium,575.0,"605-400, rue de l'Inspecteur Montreal",2012.0,,,20120321.0,1.0,1.0,,28.0,45.496313,-73.560727,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2269,Condominium,810.0,"5-1880, boul. de Maisonneuve Est Montreal",2012.0,329000.0,325000.0,20120403.0,2.0,1.0,,44.0,45.523884,-73.553186,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2270,Condominium,832.0,"1450, rue Wolfe Montreal",2012.0,297000.0,291000.0,20120315.0,2.0,1.0,,19.0,45.518237,-73.55745,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2271,Condominium,786.0,314-2004 boul. Saint-Laurent Montreal,2012.0,319000.0,315000.0,20120518.0,1.0,1.0,,77.0,45.511371000000004,-73.56709000000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2272,Condominium,1200.0,"2252, rue Hochelaga Montreal",2012.0,,,20120317.0,2.0,2.0,1848.0,20.0,45.532162,-73.560261,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2273,Condominium,1150.0,"519-1000, de la Commune Est Montreal",2013.0,375000.0,371000.0,20130403.0,2.0,1.0,,390.0,45.514126,-73.547611,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2274,Condominium,636.0,"519-400, rue de L'Inspecteur Montreal",2012.0,,,20120328.0,1.0,1.0,,33.0,45.496313,-73.560727,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2275,Condominium,574.0,"240-950, rue Notre-Dame Ouest Montreal",2012.0,239000.0,230000.0,20120601.0,1.0,1.0,,89.0,45.49671,-73.56205600000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2276,Condominium,753.0,"301-1011, rue Amherst Montreal",2012.0,279000.0,279500.0,20120602.0,2.0,1.0,,88.0,45.515776,-73.553106,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2277,Condominium,945.0,"1100, Rue Wolfe Montreal",2006.0,182500.0,175000.0,20060310.0,2.0,1.0,,22.0,45.516565,-73.553722,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2278,Condominium,690.0,"555, boulevard RenÀ_ LÀ_vesque est Montreal",2012.0,,,20120611.0,1.0,1.0,,90.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2279,Condominium,615.0,"308-1625, avenue Lincoln Montreal",2012.0,264500.0,262500.0,20120327.0,1.0,1.0,,15.0,45.495866,-73.58070500000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2280,Condominium,771.0,"2190, rue Harmony Montreal",2012.0,237900.0,243500.0,20120411.0,2.0,1.0,,32.0,45.531306,-73.558024,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2281,Condominium,1042.0,"2278, rue de Lorimier Montreal",2012.0,,,20120402.0,2.0,1.0,1998.0,22.0,45.529919,-73.56128199999999,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2282,Condominium,817.0,"908-1061, rue Saint-Alexandre Montreal",2012.0,,,20120514.0,1.0,1.0,,61.0,45.503487,-73.563652,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2283,Condominium,850.0,"609-551, rue de la Montagne Montreal",2012.0,376000.0,378000.0,20120402.0,2.0,1.0,,21.0,45.493359999999996,-73.565513,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2284,Condominium,800.0,"304-2023, avenue Papineau Montreal",2012.0,269000.0,261000.0,20120418.0,1.0,1.0,,27.0,45.526234,-73.559873,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2285,Condominium,980.0,"308 - 1740, boulevard Papineau Montreal",2012.0,324000.0,324000.0,20120717.0,2.0,1.0,,90.0,45.524297,-73.556288,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2286,Condominium,1154.0,"2606-350, rue de Maisonneuve Ouest Montreal",2012.0,669000.0,620000.0,20120515.0,2.0,1.0,,55.0,45.506902000000004,-73.568966,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2287,Condominium,1722.0,"1-2578, rue Wurtele Montreal",2012.0,,,20120312.0,3.0,1.0,,19.0,45.539006,-73.557723,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2288,Condominium,762.0,"3 - 740, rue Lusignan Montreal",2012.0,269000.0,260000.0,20120530.0,1.0,1.0,,68.0,45.492599,-73.570316,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2289,Condominium,600.0,"1944, rue de la Visitation Montreal",2012.0,192000.0,192000.0,20120414.0,2.0,1.0,,20.0,45.52205,-73.561438,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2290,Condominium,970.0,"203-320, rue Sherbrooke ouest Montreal",2012.0,349000.0,370000.0,20120722.0,2.0,2.0,,90.0,45.508511,-73.571014,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2291,Condominium,625.0,"316-1210, rue Saint-Antoine Est Montreal",2012.0,259900.0,253000.0,20120619.0,1.0,1.0,,83.0,45.517159,-73.549759,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2292,Condominium,642.0,"4-2224, rue de Rouen Montreal",2012.0,189900.0,183000.0,20120515.0,1.0,1.0,,51.0,45.531387,-73.559164,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2293,Condominium,,425 Ste-HÀ_lÀ_ne UnitÀ_ 401 Montreal,2006.0,199500.0,200000.0,20060330.0,1.0,1.0,,28.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2294,Condominium,1134.0,"C-435, rue Versailles Montreal",2012.0,,,20120408.0,2.0,2.0,,10.0,45.491153000000004,-73.56581899999999,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2295,Condominium,616.0,"609-950, Notre-Dame Ouest Montreal",2012.0,259900.0,256000.0,20120525.0,1.0,1.0,,24.0,45.49671,-73.56205600000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2296,Condominium,811.0,"212-90, rue des Soeurs Grises Montreal",2012.0,319000.0,300000.0,20120626.0,1.0,1.0,,84.0,45.498845,-73.554854,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2297,Condominium,1092.0,"2293, rue de Bordeaux Montreal",2013.0,309000.0,304500.0,20130403.0,3.0,1.0,,40.0,45.529137,-73.56138100000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2298,Condominium,,550 Jean D'Estrees UnitÀ_ 608 Montreal,2006.0,255000.0,250000.0,20060601.0,2.0,1.0,,89.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2299,Condominium,1015.0,"609-90, rue des Soeurs Grises Montreal",2012.0,389500.0,389500.0,20120501.0,1.0,1.0,,15.0,45.498845,-73.554854,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2300,Condominium,676.0,"1010-651, rue de la Montagne Montreal",2012.0,279900.0,270000.0,20120730.0,1.0,1.0,,90.0,45.493862,-73.566283,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2301,Condominium,543.0,"241-950, rue Notre-Dame Ouest Montreal",2012.0,239900.0,237000.0,20120425.0,1.0,1.0,,11.0,45.49671,-73.56205600000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2302,Condominium,1200.0,"1214, rue Ste-Elisabeth Montreal",2012.0,349000.0,335000.0,20120525.0,3.0,1.0,2314.0,42.0,45.511571999999994,-73.56045300000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2303,Condominium,,"1317 Rue La Fontaine, UnitÀ_ 2 Montreal",2006.0,165000.0,160000.0,20060816.0,2.0,1.0,,150.0,0.0,0.0,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2304,Condominium,685.0,"001-1021, rue Amherst Montreal",2012.0,,,20121001.0,2.0,1.0,,150.0,45.515842,-73.553237,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2305,Condominium,775.0,"501-600, rue de la Montagne Montreal",2013.0,299999.0,280000.0,20130801.0,1.0,1.0,,90.0,45.493815000000005,-73.56655500000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2306,Condominium,850.0,"2149, rue Frontenac Montreal",2012.0,221000.0,210000.0,20120920.0,1.0,1.0,418.0,120.0,45.534065999999996,-73.55489200000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2307,Condominium,1225.0,"2-1430, rue Saint-Jacques Montreal",2012.0,429000.0,418000.0,20120529.0,3.0,1.0,,29.0,45.492659,-73.568753,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2308,Condominium,1180.0,"2067, rue Beaudry Montreal",2012.0,449000.0,431500.0,20120525.0,3.0,1.0,,21.0,45.522014,-73.563106,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2309,Condominium,1034.0,"1961, rue Fullum Montreal",2012.0,,,20120815.0,3.0,1.0,10176.0,90.0,45.53037,-73.554639,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2310,Condominium,665.0,"602-3445, rue Drummond Montreal",2012.0,275000.0,271500.0,20120830.0,1.0,1.0,,90.0,45.501402,-73.579522,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2311,Condominium,1001.0,"401-428, rue Saint-Pierre Montreal",2013.0,369000.0,366000.0,20130311.0,1.0,1.0,969.0,120.0,45.501695,-73.55727399999999,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2312,Condominium,900.0,"1-2413, rue Sainte-Catherine Est Montreal",2012.0,229900.0,229900.0,20120514.0,1.0,1.0,,1.0,45.528669,-73.546922,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2313,Condominium,710.0,"639-950, rue Notre-Dame ouest Montreal",2012.0,319000.0,312000.0,20120714.0,1.0,1.0,,63.0,45.49671,-73.56205600000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2314,Condominium,2700.0,"1334, rue Sherbrooke Est Montreal",2014.0,899000.0,899000.0,20140118.0,3.0,3.0,2500.0,480.0,45.524306,-73.565087,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2315,Condominium,1408.0,"305-422, rue Saint-Pierre Montreal",2014.0,599900.0,555000.0,20140326.0,2.0,1.0,,660.0,45.501577000000005,-73.557171,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2316,Condominium,950.0,"1838, boulevard de Maisonneuve Est Montreal",2012.0,267000.0,257000.0,20120701.0,1.0,1.0,,43.0,45.523542,-73.553506,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2317,Condominium,615.0,"806-550, rue Jean d'EstrÀ_es Montreal",2014.0,283220.0,275000.0,20140528.0,1.0,1.0,,45.0,45.49447,-73.56447800000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2318,Condominium,1160.0,"2086, avenue de Lorimier Montreal",2012.0,285000.0,285000.0,20121218.0,3.0,1.0,,35.0,45.528753,-73.558806,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2319,Condominium,1103.0,"6-2160, rue de Rouen Montreal",2012.0,279900.0,280000.0,20120621.0,2.0,1.0,,20.0,45.530626,-73.559822,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2320,Condominium,953.0,"1129, rue St-AndrÀ_ Montreal",2012.0,,,20120822.0,2.0,1.0,,79.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2321,Condominium,885.0,"304-460, rue Saint-Jean Montreal",2013.0,419000.0,405000.0,20130204.0,2.0,1.0,,150.0,45.502352,-73.556977,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2322,Condominium,1152.0,"1085, rue du Glacis Montreal",2012.0,,,20121004.0,2.0,1.0,,90.0,45.514412,-73.55036,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2323,Condominium,1000.0,"3445, rue Drummond #607 Montreal",2006.0,289000.0,271000.0,20060921.0,1.0,1.0,,150.0,45.501402,-73.579522,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2324,Condominium,586.0,"4-1787, rue Amherst Montreal",2012.0,200000.0,190000.0,20121029.0,1.0,1.0,,90.0,45.519443,-73.56110100000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2325,Condominium,857.0,"7-1570, rue Beaudry Montreal",2013.0,,,20130228.0,2.0,1.0,,180.0,45.519601,-73.55777900000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2326,Condominium,920.0,"2421, avenue des À_rables Montreal",2013.0,,,20130920.0,1.0,1.0,,390.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
