"numeropol","somme_couts","province"
682,3000.4534161,"Ontario"
684,0,"Newfoundland and Labrador"
684,0,"Newfoundland and Labrador"
684,0,"Newfoundland and Labrador"
684,0,"Newfoundland and Labrador"
684,0,"Newfoundland and Labrador"
684,0,"Newfoundland and Labrador"
687,699.33540373,"New Brunswick"
687,0,"New Brunswick"
687,0,"New Brunswick"
693,0,"Nunavut"
693,0,"Nunavut"
693,0,"Nunavut"
693,0,"Nunavut"
693,0,"Nunavut"
693,0,"Nunavut"
693,0,"Nunavut"
696,0,"Saskatchewan"
696,0,"Saskatchewan"
696,0,"Saskatchewan"
696,0,"Saskatchewan"
696,0,"Saskatchewan"
696,0,"Saskatchewan"
696,0,"Saskatchewan"
696,0,"Saskatchewan"
697,0,"New Brunswick"
697,0,"New Brunswick"
697,0,"New Brunswick"
697,0,"New Brunswick"
697,0,"New Brunswick"
697,0,"New Brunswick"
697,0,"New Brunswick"
697,0,"New Brunswick"
697,0,"New Brunswick"
697,0,"New Brunswick"
699,0,"Nova Scotia"
699,0,"Nova Scotia"
699,0,"Nova Scotia"
699,0,"Nova Scotia"
699,208.0310559,"Nova Scotia"
699,0,"Nova Scotia"
699,9405.9627329,"Nova Scotia"
699,0,"Nova Scotia"
699,0,"Nova Scotia"
711,1342.96273292,"British Columbia"
711,1336.633540328,"British Columbia"
712,0,"Manitoba"
712,0,"Manitoba"
730,0,"Newfoundland and Labrador"
730,0,"Newfoundland and Labrador"
730,864.54658385,"Newfoundland and Labrador"
730,0,"Newfoundland and Labrador"
730,0,"Newfoundland and Labrador"
730,0,"Newfoundland and Labrador"
743,0,"Saskatchewan"
743,0,"Saskatchewan"
743,0,"Saskatchewan"
743,0,"Saskatchewan"
743,0,"Saskatchewan"
786,0,"Alberta"
786,0,"Alberta"
786,0,"Alberta"
786,0,"Alberta"
786,0,"Alberta"
786,0,"Alberta"
802,0,"Nova Scotia"
802,0,"Nova Scotia"
802,0,"Nova Scotia"
802,826.28571429,"Nova Scotia"
802,0,"Nova Scotia"
802,0,"Nova Scotia"
802,19361.267081,"Nova Scotia"
802,0,"Nova Scotia"
802,0,"Nova Scotia"
802,0,"Nova Scotia"
802,0,"Nova Scotia"
802,0,"Nova Scotia"
806,0,"New Brunswick"
806,0,"New Brunswick"
806,0,"New Brunswick"
806,0,"New Brunswick"
806,0,"New Brunswick"
806,0,"New Brunswick"
806,0,"New Brunswick"
806,0,"New Brunswick"
806,1848.98136642,"New Brunswick"
818,0,"Quebec"
818,0,"Quebec"
818,0,"Quebec"
818,0,"Quebec"
818,0,"Quebec"
818,279.30434783,"Quebec"
821,373.11801242,"New Brunswick"
821,0,"New Brunswick"
821,0,"New Brunswick"
821,0,"New Brunswick"
821,0,"New Brunswick"
821,884.40993789,"New Brunswick"
821,73.658385093,"New Brunswick"
823,0,"Nova Scotia"
823,0,"Nova Scotia"
823,0,"Nova Scotia"
823,0,"Nova Scotia"
823,0,"Nova Scotia"
823,269.92546584,"Nova Scotia"
827,0,"Prince Edward Island"
827,0,"Prince Edward Island"
827,0,"Prince Edward Island"
827,0,"Prince Edward Island"
831,0,"Ontario"
831,0,"Ontario"
831,0,"Ontario"
831,0,"Ontario"
837,0,"Quebec"
837,0,"Quebec"
837,0,"Quebec"
837,0,"Quebec"
837,0,"Quebec"
837,710.91304348,"Quebec"
844,0,"New Brunswick"
844,675.06832298,"New Brunswick"
844,230.95652174,"New Brunswick"
844,0,"New Brunswick"
844,425.23602484,"New Brunswick"
844,0,"New Brunswick"
844,2498.341614928,"New Brunswick"
844,0,"New Brunswick"
846,0,"Prince Edward Island"
849,980.09937888,"Manitoba"
849,0,"Manitoba"
849,0,"Manitoba"
849,0,"Manitoba"
849,0,"Manitoba"
854,0,"Saskatchewan"
854,0,"Saskatchewan"
854,0,"Saskatchewan"
854,0,"Saskatchewan"
854,0,"Saskatchewan"
854,0,"Saskatchewan"
880,0,"Nunavut"
880,0,"Nunavut"
880,0,"Nunavut"
880,0,"Nunavut"
900,0,"Saskatchewan"
900,0,"Saskatchewan"
900,0,"Saskatchewan"
900,0,"Saskatchewan"
900,0,"Saskatchewan"
900,0,"Saskatchewan"
900,0,"Saskatchewan"
900,0,"Saskatchewan"
900,0,"Saskatchewan"
900,0,"Saskatchewan"
902,0,"British Columbia"
902,0,"British Columbia"
902,100.63354037,"British Columbia"
902,1360.0248447,"British Columbia"
902,0,"British Columbia"
902,0,"British Columbia"
906,0,"Prince Edward Island"
906,0,"Prince Edward Island"
906,0,"Prince Edward Island"
906,233.13043478,"Prince Edward Island"
906,0,"Prince Edward Island"
906,0,"Prince Edward Island"
906,0,"Prince Edward Island"
906,0,"Prince Edward Island"
906,0,"Prince Edward Island"
911,0,"Yukon Territory"
911,0,"Yukon Territory"
918,0,"Alberta"
918,0,"Alberta"
918,1125.1304348,"Alberta"
918,0,"Alberta"
918,0,"Alberta"
918,0,"Alberta"
921,0,"Quebec"
921,834.92546584,"Quebec"
921,0,"Quebec"
921,146.95031056,"Quebec"
921,0,"Quebec"
927,282.22981366,"Nunavut"
927,0,"Nunavut"
927,0,"Nunavut"
927,643.335403729,"Nunavut"
927,0,"Nunavut"
933,1968.1490683,"Saskatchewan"
935,0,"Newfoundland and Labrador"
935,0,"Newfoundland and Labrador"
935,0,"Newfoundland and Labrador"
935,1020.8757764,"Newfoundland and Labrador"
935,0,"Newfoundland and Labrador"
935,2030.1552795,"Newfoundland and Labrador"
935,0,"Newfoundland and Labrador"
935,0,"Newfoundland and Labrador"
935,889.7515528,"Newfoundland and Labrador"
936,0,"Quebec"
938,0,"Ontario"
938,0,"Ontario"
938,0,"Ontario"
938,0,"Ontario"
938,0,"Ontario"
938,575.11180124,"Ontario"
938,0,"Ontario"
938,0,"Ontario"
960,0,"Nunavut"
960,0,"Nunavut"
960,0,"Nunavut"
965,0,"New Brunswick"
965,0,"New Brunswick"
965,0,"New Brunswick"
965,0,"New Brunswick"
965,0,"New Brunswick"
975,938.31677019,"Newfoundland and Labrador"
975,0,"Newfoundland and Labrador"
975,0,"Newfoundland and Labrador"
975,0,"Newfoundland and Labrador"
975,0,"Newfoundland and Labrador"
979,0,"Alberta"
980,855.1552795,"Newfoundland and Labrador"
980,0,"Newfoundland and Labrador"
980,0,"Newfoundland and Labrador"
995,0,"New Brunswick"
995,0,"New Brunswick"
995,0,"New Brunswick"
995,0,"New Brunswick"
995,0,"New Brunswick"
995,0,"New Brunswick"
997,0,"Northwest Territories"
997,0,"Northwest Territories"
997,0,"Northwest Territories"
997,0,"Northwest Territories"
997,0,"Northwest Territories"
1003,0,"New Brunswick"
1003,0,"New Brunswick"
1003,0,"New Brunswick"
1003,0,"New Brunswick"
1003,0,"New Brunswick"
1003,0,"New Brunswick"
1003,0,"New Brunswick"
1003,0,"New Brunswick"
1003,209.75776398,"New Brunswick"
1003,0,"New Brunswick"
1008,184.34782609,"Saskatchewan"
1008,0,"Saskatchewan"
1008,0,"Saskatchewan"
